dispatch_id,equipment_id,customer_id,dispatch_date,technician,service_type,hours_spent,labor_cost,resolution_summary,status
DISP-14327,EQ-5720,C-1205,02/01/2022,Patricia Davis  ,Installation,9.3,883.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,In Progress
DISP-14328,EQ-6909,C-1372,2022-11-23,Robert Martinez,Preventive Maintenance,3.2,480.0,Replaced burnt fuse block. Test run completed successfully.,Pending
DISP-14329,EQ-5948,C-1168,2024-06-22T00:00:00Z,David Lee,Emergency Repair,9.7,921.5,<html><body>Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.</body></html>,Cancelled
DISP-14330,EQ-5522,C-1021,06-08-2023,Maria Garcia,Software Update,273.4,32808.0,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-14331,EQ-5130,C-1240,2023/11/10,Carlos Sanchez,Emergency Repair,5.8,551.0,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-14332,EQ-6429,C-1503,2022-03-30T00:00:00Z,  Michael Brown  ,Installation,8.1,USD 607.50,Replaced burnt fuse block. Test run completed successfully.,In Progress
DISP-14333,EQ-7358,C-1385,07-13-2022,David Lee,Preventive Maintenance,5.0,375.0,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-14334,EQ-5432,C-1140,2022-10-26T00:00:00Z,Patricia Davis,Diagnostic,7.3,1095.0,Calibrated inverter output. System operating within normal parameters.,In Progress
DISP-14335,EQ-5063,C-1004,04/17/2024,Sarah Williams,Diagnostic,5.5,660.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,completed
DISP-14336,EQ-5220,C-1309,2022/02/05,Mike Johnson,Software Update,4.5,427.5,Performed standard preventive check. Updated firmware to v4.2.1.,COMPLETED
DISP-14337,EQ-5490,C-1418,11/09/2021,Mike Johnson,Emergency Repair,10.4,780.0,Calibrated inverter output. System operating within normal parameters.,In Progress
DISP-14338,EQ-7148,C-1351,06/14/2022,Robert Martinez,Diagnostic,2.4,288.0,<b>Performed standard preventive check. Updated firmware to v4.2.1.</b>,Completed
DISP-14339,EQ-5889,C-1463,2022/05/27,Amanda Thompson,Preventive Maintenance,10.0,1200.0,Calibrated inverter output. System operating within normal parameters.,Pending
DISP-14340,EQ-5147,C-1176,04-17-2023,James Wilson,Installation,4.3,$645.00,Performed standard preventive check. Updated firmware to v4.2.1.,In Progress
DISP-14341,EQ-5560,C-1125,2023/12/17,Maria Garcia,Software Update,2.9,348.0,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-14342,EQ-5637,C-1073,08-04-2023,Patricia Davis,Preventive Maintenance,2.1,157,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-14343,EQ-6754,C-1478,2022/07/29,James Wilson,Software Update,5.4,648.0,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-14344,EQ-6863,C-1490,2022-01-31T00:00:00Z,Sarah Williams,Preventive Maintenance,2.5,375.0,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-14345,EQ-6856,C-1197,2022-07-16T00:00:00Z,Michael Brown,Emergency Repair,10.8,1296.0,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-14346,EQ-6399,C-1098,2023/11/03,Jennifer Chen,Diagnostic,8.6,645.0,<html><body>Replaced burnt fuse block. Test run completed successfully.</body></html>,In Progress
DISP-14347,EQ-5899,C-1480,2022-03-28,Maria Garcia,Diagnostic,4.9,588.0,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-14348,EQ-6352,C-1322,03/27/2024,Michael Brown,Diagnostic,9.1,1092.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,In Progress
DISP-14349,EQ-6541,C-1252,2024/05/24,Robert Martinez,Emergency Repair,9.5,1140.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,completed
DISP-14350,EQ-6436,C-1175,01-09-2022,   James Wilson,Installation,1.7,255.0,Calibrated inverter output. System operating within normal parameters.,Completed
DISP-14351,EQ-6165,C-1365,08/18/2023,Maria Garcia,Corrective Maintenance,2.8,420.0,Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-14352,EQ-6515,C-1517,04/16/2024,  Carlos Sanchez  ,Warranty Replacement,8.1,769.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Completed
DISP-14353,EQ-6448,C-1390,2021/10/28,Patricia Davis,Corrective Maintenance,9.8,1470.0,<p>Calibrated inverter output. System operating within normal parameters.</p>,Pending
DISP-14354,EQ-7491,C-1035,09-06-2021,  James Wilson  ,Emergency Repair,11.7,1755,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-14355,EQ-99540,C-99018,2024/01/31,James Wilson,Preventive Maintenance,3.0,360.0,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-14356,EQ-5111,C-1418,2023/02/28,James Wilson,Preventive Maintenance,467.6,44422.0,Calibrated inverter output. System operating within normal parameters.,Pending
DISP-14357,EQ-6342,C-1080,08/08/2023,Mike Johnson,Software Update,2.6,390.0,Calibrated inverter output. System operating within normal parameters.,COMPLETED
DISP-14358,EQ-5324,C-1178,01/04/2022,Patricia Davis,Preventive Maintenance,9.4,705.0,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-14359,EQ-5651,C-1181,01/21/2022,Robert Martinez,Emergency Repair,8.0,1200.0,Replaced faulty thermal sensor and verified system bus voltage.,In Progress
DISP-14360,EQ-5347,C-1379,12-19-2021,Maria Garcia  ,Corrective Maintenance,6.9,$517.50,Calibrated inverter output. System operating within normal parameters.,Pending
DISP-14361,EQ-7042,C-1509,2023-12-02T00:00:00Z,Mike Johnson,Software Update,11.2,840.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,COMPLETED
DISP-14362,EQ-6063,C-1152,08/22/2021,Jennifer Chen  ,Preventive Maintenance,10.8,1296.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Pending
DISP-14363,EQ-5641,C-1414,2023-04-29T00:00:00Z,Carlos Sanchez,Warranty Replacement,3.5,262.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,completed
DISP-14364,EQ-7468,C-1263,08/01/2024,Robert Martinez,Warranty Replacement,7.2,684.0,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-14365,EQ-6751,C-1012,2022/04/14,Jennifer Chen,Software Update,5.4,405.0,<html><body>Performed standard preventive check. Updated firmware to v4.2.1.</body></html>,In Progress
DISP-14366,EQ-6326,C-1332,03/22/2024,Carlos Sanchez  ,Preventive Maintenance,10.0,1500.0,Calibrated inverter output. System operating within normal parameters.,COMPLETED
DISP-14367,EQ-5807,C-1382,06/14/2021,,Diagnostic,8.4,1008.0,Replaced burnt fuse block. Test run completed successfully.,In Progress
DISP-14368,EQ-5704,C-1491,07-12-2022,Robert Martinez,Preventive Maintenance,4.7,352.5,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-14369,EQ-6104,C-1164,2022-06-14T00:00:00Z,   Robert Martinez,Software Update,1.0,75.0,Calibrated inverter output. System operating within normal parameters.,completed
DISP-14370,EQ-6764,C-1303,09/10/2022,Mike Johnson,Emergency Repair,1.7,255.0,<div>Performed standard preventive check. Updated firmware to v4.2.1.</div>,Cancelled
DISP-14371,EQ-5664,C-1079,2024-02-13,Sarah Williams,Software Update,8.6,1290.0,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-14372,EQ-6597,C-1053,2022/08/11,Mike Johnson,Software Update,3.8,570.0,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-14373,EQ-5103,C-1074,02/18/2023,Carlos Sanchez,Software Update,10.8,1026.0,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-14374,EQ-7385,C-1476,06-09-2024,Patricia Davis,Warranty Replacement,2.7,324.0,Calibrated inverter output. System operating within normal parameters.,Cancelled
DISP-14375,EQ-5868,C-1463,2021-11-04T00:00:00Z,Carlos Sanchez,Installation,4.9,465.5,Performed standard preventive check. Updated firmware to v4.2.1.,COMPLETED
DISP-14376,EQ-6548,C-1328,05-24-2024,David Lee,Warranty Replacement,3.2,480.0,Performed standard preventive check. Updated firmware to v4.2.1.,COMPLETED
DISP-14377,EQ-5083,C-1245,2022-03-25,Carlos Sanchez,Diagnostic,7.4,703.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Pending
DISP-14378,EQ-5079,C-1132,2021-10-18,Jennifer Chen,Corrective Maintenance,3.3,495.0,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-14379,EQ-5350,C-1126,10/30/2023,Maria Garcia,Preventive Maintenance,9.7,921.5,<html>Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.</html>,In Progress
DISP-14380,EQ-7087,C-1189,2022-04-12,James Wilson,Software Update,11.6,1102.0,Calibrated inverter output. System operating within normal parameters.,COMPLETED
DISP-14381,EQ-5613,C-1242,2022/09/11,Robert Martinez,Software Update,3.6,USD 270.00,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Completed
DISP-14382,EQ-5516,C-1439,2022-05-24,Jennifer Chen,Software Update,4.8,456.0,Replaced faulty thermal sensor and verified system bus voltage.,Cancelled
DISP-14383,EQ-5110,C-1155,2022/11/17,Maria Garcia,Preventive Maintenance,8.8,836.0,Replaced faulty thermal sensor and verified system bus voltage.,completed
DISP-14384,EQ-6340,C-1268,10/01/2022,Jennifer Chen,Emergency Repair,7.6,570.0,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-14385,EQ-5429,C-1183,04-05-2022,,Corrective Maintenance,3.0,285.0,<strong>Calibrated inverter output. System operating within normal parameters.</strong>,In Progress
DISP-14386,EQ-99547,C-99009,08/02/2023,Jennifer Chen,Warranty Replacement,7.3,693.5,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-14387,EQ-7229,C-1269,06-30-2023,   ,Software Update,7.4,555.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,In Progress
DISP-14388,EQ-7232,C-1380,06-18-2023,Robert   Martinez,Warranty Replacement,2.8,336.0,Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-14389,EQ-6610,C-1329,09-23-2021,David Lee,Diagnostic,12.0,1800.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,In Progress
DISP-14390,EQ-7265,C-1254,2021-10-13,Amanda Thompson,Emergency Repair,6.4,480.0,Calibrated inverter output. System operating within normal parameters.,Cancelled
DISP-14391,EQ-5076,C-1257,2022/08/23,Jennifer Chen,Warranty Replacement,8.0,600.0,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-14392,EQ-5686,C-1191,02/10/2022,  Sarah Williams  ,Emergency Repair,2.9,348.0,Replaced burnt fuse block. Test run completed successfully.,Pending
DISP-14393,EQ-6873,C-1383,2023-03-30,Lisa Rodriguez,Diagnostic,7.6,570.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Completed
DISP-14394,EQ-5322,C-1397,06/06/2024,NULL,Software Update,7.2,684.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,COMPLETED
DISP-14395,EQ-5891,C-1305,2022-10-02T00:00:00Z,Jennifer Chen  ,Installation,3.2,240.0,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-14396,EQ-5807,C-1382,08-09-2022,Michael Brown,Installation,3.9,292.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Completed
DISP-14397,EQ-5079,C-1132,2021/07/20,  Michael Brown  ,Emergency Repair,10.1,757.5,<b>Performed standard preventive check. Updated firmware to v4.2.1.</b>,Pending
DISP-14398,EQ-5971,C-1250,07/19/2021,Robert Martinez,Installation,2.1,252.0,Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-14399,EQ-6927,C-1018,2023-08-23T00:00:00Z,Amanda Thompson,Installation,10.7,1605.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Completed
DISP-14400,EQ-6574,C-1022,2024-01-19,Robert Martinez,Warranty Replacement,3.6,432.0,<strong>Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.</strong>,In Progress
DISP-14401,EQ-6303,C-1159,2022/04/16,Maria Garcia,Preventive Maintenance,11.6,870.0,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-14402,EQ-5658,C-1008,01/08/2022,Michael Brown  ,Corrective Maintenance,1.5,112.5,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-14403,EQ-6753,C-1145,05/20/2023,James Wilson,Warranty Replacement,2.2,330.0,Replaced faulty thermal sensor and verified system bus voltage.,Cancelled
DISP-14404,EQ-6901,C-1465,04/16/2022,Robert Martinez,Corrective Maintenance,3.4,255.0,Replaced burnt fuse block. Test run completed successfully.,Pending
DISP-14405,EQ-6314,C-1404,01-02-2022,Amanda Thompson,Installation,2.1,157.5,Replaced faulty thermal sensor and verified system bus voltage.,completed
DISP-14406,EQ-7240,C-1484,2022/11/13,Mike Johnson,Warranty Replacement,9.6,1440.0,Performed standard preventive check. Updated firmware to v4.2.1.,Cancelled
DISP-14407,EQ-6935,C-1275,08/04/2023,James Wilson,Corrective Maintenance,9.1,USD 1092.00,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-14408,EQ-6817,C-1049,2023-08-20T00:00:00Z,Mike Johnson,Installation,0.5,60.0,Calibrated inverter output. System operating within normal parameters.,In Progress
DISP-14409,EQ-6974,C-1028,2024/04/19,James Wilson,Emergency Repair,3.5,262.5,Calibrated inverter output. System operating within normal parameters.,Completed
DISP-14410,EQ-5899,C-1480,06/13/2022,Mike Johnson,Corrective Maintenance,5.6,672.0,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-14411,EQ-5750,C-1270,03/25/2024,Patricia Davis,Diagnostic,6.1,915.0,Performed standard preventive check. Updated firmware to v4.2.1.,In Progress
DISP-14412,EQ-7340,C-1411,06/10/2022,Amanda Thompson,Preventive Maintenance,4.5,675.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,COMPLETED
DISP-14413,EQ-7249,C-1357,01-22-2023,Jennifer Chen,Warranty Replacement,6.7,1005.0,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-14414,EQ-6362,C-1482,09/25/2021,   ,Diagnostic,9.5,902.5,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-14415,EQ-6547,C-1358,09/13/2023,Lisa Rodriguez,Preventive Maintenance,6.6,792,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-14416,EQ-5595,C-1289,10/26/2021,Amanda Thompson,Installation,433.7,52044.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Pending
DISP-14417,EQ-6492,C-1209,2022-04-29T00:00:00Z,Sarah Williams,Corrective Maintenance,8.0,760.0,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-14418,EQ-5271,C-1470,07/02/2024,Mike Johnson,Corrective Maintenance,11.8,1770.0,<b>Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.</b>,COMPLETED
DISP-14419,EQ-7365,C-1352,2021/11/14,Mike Johnson,Installation,5.4,648.0,Replaced faulty thermal sensor and verified system bus voltage.,completed
DISP-14420,EQ-7268,C-1239,2024/02/08,Robert Martinez,Installation,11.7,1111.5,<html>Calibrated inverter output. System operating within normal parameters.</html>,COMPLETED
DISP-14421,EQ-6999,C-1312,11/15/2021,Amanda Thompson,Diagnostic,0.5,60.0,Calibrated inverter output. System operating within normal parameters.,Pending
DISP-14422,EQ-7130,C-1362,2022-07-01T00:00:00Z,Sarah Williams,Preventive Maintenance,10.0,950.0,Replaced faulty thermal sensor and verified system bus voltage.,In Progress
DISP-14423,EQ-7496,C-1160,06/10/2021,Carlos Sanchez,Corrective Maintenance,9.3,697.5,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-14424,EQ-6472,C-1252,12/19/2022,Robert   Martinez,Installation,9.4,893.0,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-14425,EQ-5773,C-1295,04-27-2023,Amanda Thompson,Corrective Maintenance,10.1,757.5,Replaced faulty thermal sensor and verified system bus voltage.,In Progress
DISP-14426,EQ-6505,C-1198,05-19-2023,   Sarah Williams,Preventive Maintenance,8.4,798.0,<b>Calibrated inverter output. System operating within normal parameters.</b>,In Progress
DISP-14427,EQ-5504,C-1053,04-14-2023,James Wilson,Warranty Replacement,6.9,1035.0,Replaced faulty thermal sensor and verified system bus voltage.,In Progress
DISP-14428,EQ-6082,C-1186,2023/01/13,Patricia Davis,Warranty Replacement,8.3,1245.0,Replaced burnt fuse block. Test run completed successfully.,COMPLETED
DISP-14429,EQ-7229,C-1269,08/10/2021,Michael Brown,Corrective Maintenance,5.5,412.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,COMPLETED
DISP-14430,EQ-6562,C-1126,12/27/2022,Patricia Davis,Installation,3.0,285.0,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-14431,EQ-5223,C-1374,2022-10-05,Sarah Williams  ,Installation,11.4,1710.0,Calibrated inverter output. System operating within normal parameters.,COMPLETED
DISP-14432,EQ-5652,C-1456,04/16/2024,Michael Brown,Warranty Replacement,9.2,1104.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,COMPLETED
DISP-14433,EQ-5510,C-1341,11/11/2021,Jennifer Chen,Emergency Repair,11.4,855.0,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-14434,EQ-7318,C-1327,2024-05-19T00:00:00Z,James Wilson,Diagnostic,6.3,472.5,Calibrated inverter output. System operating within normal parameters.,In Progress
DISP-14435,EQ-7399,C-1101,02/18/2024,Patricia Davis,Emergency Repair,8.6,645.0,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-14436,EQ-6369,C-1491,09-13-2022,Sarah Williams,Installation,449.6,53952.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Cancelled
DISP-14437,EQ-7286,C-1349,08/17/2022,Robert Martinez,Software Update,6.9,655.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Pending
DISP-14438,EQ-6068,C-1314,2022-09-14,Sarah Williams,Emergency Repair,6.2,930,Calibrated inverter output. System operating within normal parameters.,Pending
DISP-14439,EQ-7399,C-1101,2023-01-19,Lisa Rodriguez  ,Emergency Repair,1.3,156.0,Calibrated inverter output. System operating within normal parameters.,completed
