equipment_id,customer_id,model,serial_number,install_date,capacity_kw,voltage,warranty_expiration,status,location_notes
EQ-6688,C-1489,X-12000,SN-X12000-43404,2023/10/12,1500,600V,10/11/2025,Standby,Primary power grid node
EQ-5467,C-1280,X-9000,SN-X9000-46639,2022-12-03T00:00:00Z,1000,480V,12-03-2023,IN SERVICE,Rooftop solar coupler
EQ-5643,C-1506,X-12000,SN-X12000-18655,08/12/2023,1500,600V,2025-08-11,Decommissioned,Substation B switchgear bay
EQ-6138,C-1375,X-5000,SN-X5000-48225,05/28/2023,250,240V,2025-05-27,Standby,High humidity bay installation
EQ-5733,C-1268,X-7000,SN-X7000-61668,03/29/2024,500,480V,03/29/2026,Standby,High humidity bay installation
EQ-5960,C-1080,X-12000,SN-X12000-32121,2024-05-12,1500,600V,2025-05-12,IN SERVICE,Backup unit near loading dock
EQ-6329,C-1303,X-12000,SN-X12000-79731,2022-10-04,1500,600V,2024-10-03,Maintenance,Backup unit near loading dock
EQ-5018,C-1052,X-12000,SN-X12000-67001,2021/07/09,1500,600V,2023/07/09,in service,Primary power grid node
EQ-6174,C-1499,X-7000,SN-X7000-47819,09/22/2023,500,480V,09/21/2025,Maintenance,Rooftop solar coupler
EQ-6323,C-1456,X-5000,SN-X5000-94664,12/14/2022,250,240V,2024-12-13,in service,Backup unit near loading dock
EQ-6663,C-1125,X-5000,SN-X5000-76396,01/10/2024,250,240V,01/09/2027,Standby,Backup unit near loading dock
EQ-6784,C-1515,X-9000,SN-X9000-69464,02-11-2023,1000,480V,2026/02/10,In Service,Underground vault 4
EQ-7390,C-1295,X-9000,SN-X9000-70788,2023/10/19,1000,480V,2024/10/18,Maintenance,High humidity bay installation
EQ-7345,C-1431,X-9000,SN-X9000-31418,2022/09/05,1000,480V,09/05/2023,Decommissioned,Backup unit near loading dock
EQ-6770,C-1295,X-3000,SN-X3000-49476,2021/07/05,100,120V,2023-07-05T00:00:00Z,Decommissioned,High humidity bay installation
EQ-5228,C-1293,X-7000,SN-X7000-72805,05/21/2022,500,480V,05/20/2024,In Service,Underground vault 4
EQ-5634,C-1273,X-7000,SN-X7000-78244,2022-04-18,500,480V,04/18/2023,in service,
EQ-5554,C-1223,X-3000,SN-X3000-27151,08/10/2022,100,120V,08/09/2024,in service,Rooftop solar coupler
EQ-5384,C-1424,X-7000,SN-X7000-96681,2021/07/10,500,480V,07/10/2023,in service,
EQ-5928,C-1258,X-3000,SN-X3000-45154,05-06-2024,100,120V,05/06/2026,Decommissioned,Substation B switchgear bay
EQ-6931,C-1141,X-5000,SN-X5000-27210,2021-06-07T00:00:00Z,250,240V,06-06-2024,IN SERVICE,Primary power grid node
EQ-5121,C-1251,X-9000,SN-X9000-36033,10/09/2021,1000,480V,2022/10/09,Standby,Substation B switchgear bay
EQ-6055,C-1276,X-7000,SN-X7000-88309,04/21/2023,500,480V,2024/04/20,In Service,<html>Substation B switchgear bay</html>
EQ-5974,C-1100,X-7000,SN-X7000-15397,03-12-2022,500,480V,03-11-2024,Decommissioned,<div>Backup unit near loading dock</div>
EQ-5265,C-1461,X-9000,SN-X9000-29181,2022/09/04,1000,480V,2025-09-03T00:00:00Z,In Service,NULL
EQ-6610,C-1329,X-7000,SN-X7000-18962,11-20-2023,500,480V,11-19-2024,in service,Underground vault 4
EQ-5757,C-1189,X-7000,SN-X7000-95418,2022-02-24T00:00:00Z,500,480V,2025-02-23,Standby,<div>Backup unit near loading dock</div>
EQ-5135,C-1100,X-7000,SN-X7000-22564,12-29-2022,500,480V,2024/12/28,IN SERVICE,<p>Underground vault 4</p>
EQ-6438,C-1155,X-7000,SN-X7000-20196,2021-09-09T00:00:00Z,500,480V,09/08/2024,Standby,Substation B switchgear bay
EQ-5843,C-1494,X-12000,SN-X12000-13407,2023-11-01,1500,600V,10/31/2024,In Service,Rooftop solar coupler
EQ-5441,C-1372,X-9000,SN-X9000-74595,2024-04-20,1000,480V,2027/04/20,Standby,
EQ-6601,C-1307,X-9000,SN-X9000-45080,06/13/2024,1000,480V,06/13/2025,Decommissioned,Backup unit near loading dock
EQ-5088,C-1182,X-5000,SN-X5000-57850,2021/11/11,250,240V,11/11/2022,In Service,Rooftop solar coupler
EQ-6786,C-1336,X-9000,SN-X9000-19162,04/08/2023,1000,480V,04/07/2025,Decommissioned,Rooftop solar coupler
EQ-5837,C-1126,X-5000,SN-X5000-46313,2024-04-19T00:00:00Z,250,240V,2026/04/19,In Service,Substation B switchgear bay
EQ-5184,C-1081,X-7000,SN-X7000-30479,2023-10-31,500,480V,2026-10-30,in service,Underground vault 4
EQ-5646,C-1071,X-9000,SN-X9000-61887,2022-05-09T00:00:00Z,1000,480V,05/09/2023,Standby,Primary power grid node
EQ-7099,C-1275,X-3000,SN-X3000-83815,2023-02-17T00:00:00Z,100,120V,2025/02/16,Standby,
EQ-6915,C-1426,X-3000,SN-X3000-84796,06/08/2023,100,120V,06-07-2025,Maintenance,Substation B switchgear bay
EQ-6573,C-1174,X-3000,SN-X3000-12779,2022-01-27,100,120V,2025-01-26,IN SERVICE,Underground vault 4
EQ-6159,C-1442,X-3000,SN-X3000-90627,07/10/2023,100,120V,07-09-2026,Decommissioned,High humidity bay installation
EQ-5222,C-1295,X-7000,SN-X7000-61216,03/05/2022,500,480V,03/04/2024,Maintenance,<b>Substation B switchgear bay</b>
EQ-6715,C-1279,X-7000,SN-X7000-33794,2021-11-25T00:00:00Z,500,480V,2022/11/25,IN SERVICE,<html>Rooftop solar coupler</html>
EQ-6375,C-1343,X-5000,SN-X5000-13710,10/22/2022,250,240V,10/21/2025,IN SERVICE,Rooftop solar coupler
EQ-5517,C-1142,X-3000,SN-X3000-25267,2021-07-13,100,120V,07-13-2023,Decommissioned,<html><body>Rooftop solar coupler</body></html>
EQ-6977,C-1128,X-9000,SN-X9000-96524,06/23/2023,1000,480V,2024-06-22,in service,Substation B switchgear bay
EQ-6118,C-1379,X-3000,SN-X3000-86439,2021-08-11T00:00:00Z,100,120V,08-11-2023,Maintenance,Substation B switchgear bay
EQ-6725,C-1159,X-12000,SN-X12000-57693,02/01/2024,1500,600V,2026/01/31,Maintenance,Substation B switchgear bay
EQ-6266,C-1211,X-12000,SN-X12000-80895,07/09/2021,1500,600V,07/09/2022,Decommissioned,Underground vault 4
EQ-7091,C-1454,X-12000,SN-X12000-42420,2021/08/29,1500,600V,08-29-2023,Decommissioned,   
EQ-6305,C-1510,X-12000,SN-X12000-75168,05/21/2022,1500,600V,2025-05-20,Maintenance,Substation B switchgear bay
EQ-7290,C-1354,X-3000,SN-X3000-15714,06/28/2021,100,120V,06-28-2022,Maintenance,Rooftop solar coupler
EQ-7354,C-1260,X-7000,SN-X7000-41147,2024-01-31,500,480V,2025-01-30,in service,Primary power grid node
EQ-5951,C-1407,X-7000,SN-X7000-28013,2022-10-06,500,480V,10-06-2023,IN SERVICE,Backup unit near loading dock
EQ-6624,C-1164,X-7000,SN-X7000-23235,09-20-2021,500,480V,09/20/2023,in service,High humidity bay installation
EQ-5295,C-1179,X-12000,SN-X12000-67461,2023-12-25T00:00:00Z,1500,600V,12/24/2025,Decommissioned,Primary power grid node
EQ-6010,C-1484,X-3000,SN-X3000-89959,05-12-2023,100,120V,05/11/2026,Maintenance,Primary power grid node
EQ-6278,C-1248,X-9000,SN-X9000-72782,05/27/2023,1000,480V,05-26-2025,Decommissioned,Substation B switchgear bay
EQ-6030,C-1213,X-5000,SN-X5000-19604,2024-01-12T00:00:00Z,250,240V,01/11/2026,decommissioned,     
EQ-5590,C-1159,X-12000,SN-X12000-33672,2023/04/14,1500,600V,2025-04-13,In Service,Substation B switchgear bay
EQ-5142,C-1443,X-9000,SN-X9000-62990,06/25/2021,1000,480V,06/25/2023,In Service,Rooftop solar coupler
EQ-6796,C-1097,X-5000,SN-X5000-30885,05-05-2021,250,240V,05/05/2022,Maintenance,Rooftop solar coupler
EQ-5688,C-1298,X-3000,SN-X3000-29463,04/28/2021,100,120V,2024/04/27,In Service,Backup unit near loading dock
EQ-5555,C-1033,X-7000,SN-X7000-24208,06/22/2023,500,480V,2026-06-21,in service,<html><body>Substation B switchgear bay</body></html>
EQ-6629,C-1284,X-7000,SN-X7000-52106,2021-05-19,500,480V,2024-05-18T00:00:00Z,In Service,High humidity bay installation
EQ-6892,C-1421,X-7000,SN-X7000-49642,2022-01-21T00:00:00Z,500,480V,01/21/2023,in service,Rooftop solar coupler
EQ-6668,C-1328,X-12000,SN-X12000-12041,10-26-2021,1500,600V,2023/10/26,Standby,<strong>Underground vault 4</strong>
EQ-6996,C-1006,X-9000,SN-X9000-37857,2022-05-04,1000,480V,05/03/2024,in service,High humidity bay installation
EQ-5413,C-1434,X-12000,SN-X12000-76505,04-25-2023,1500,600V,04-24-2026,Decommissioned,Underground vault 4
EQ-7244,C-1292,X-7000,SN-X7000-67827,2021-05-27,500,480V,2024/05/26,Maintenance,Primary power grid node
EQ-7097,C-1114,X-5000,SN-X5000-63243,03/11/2022,250,240V,03/10/2025,In Service,High humidity bay installation
EQ-5863,C-1375,X-7000,SN-X7000-81214,2021/09/16,500,480V,09/15/2024,Maintenance,<b>Rooftop solar coupler</b>
EQ-6205,C-1086,X-9000,SN-X9000-57922,04/16/2023,1000,480V,2026/04/15,in service,Backup unit near loading dock
EQ-5097,C-1284,X-12000,SN-X12000-54204,2022/04/17,1500,600V,04/16/2024,in service,<p>Rooftop solar coupler</p>
EQ-7333,C-1356,X-3000,SN-X3000-75214,2022/03/01,100,120V,02/29/2024,IN SERVICE,Rooftop solar coupler
EQ-5645,C-1019,X-7000,SN-X7000-23531,08/13/2022,500,480V,2024-08-12T00:00:00Z,Standby,<p>Backup unit near loading dock</p>
EQ-6879,C-1347,X-7000,SN-X7000-51505,09/22/2023,500,480V,09-21-2024,Maintenance,<html>Rooftop solar coupler</html>
EQ-5731,C-1390,X-7000,SN-X7000-23876,2022-04-10T00:00:00Z,500,480V,04/09/2024,In Service,Rooftop solar coupler
EQ-6211,C-1188,X-5000,SN-X5000-56912,11/30/2022,250,240V,2023-11-30T00:00:00Z,In Service,High humidity bay installation
EQ-6682,C-1055,X-9000,SN-X9000-76492,11/18/2021,1000,480V,11/18/2022,In Service,   
EQ-5038,C-1426,X-9000,SN-X9000-35301,02/25/2022,1000,480V,2024/02/25,in service,Underground vault 4
EQ-6335,C-1133,X-12000,SN-X12000-46014,03-08-2022,1500,600V,03/07/2024,in service,Backup unit near loading dock
EQ-5873,C-1338,X-5000,SN-X5000-55344,2024/05/31,250,240V,2025-05-31,in service,   
EQ-7430,C-1271,X-9000,SN-X9000-29891,2022-11-03T00:00:00Z,1000,480V,11-02-2025,in service,Substation B switchgear bay
EQ-6799,C-1249,X-3000,SN-X3000-33854,04-04-2024,100,120V,04/04/2025,IN SERVICE,High humidity bay installation
EQ-5421,C-1048,X-3000,SN-X3000-84221,09/07/2023,100,120V,2025/09/06,In Service,Substation B switchgear bay
EQ-6920,C-1463,X-12000,SN-X12000-51026,03/21/2023,1500,600V,2026-03-20,Maintenance,Underground vault 4
EQ-7358,C-1385,X-5000,SN-X5000-54512,11/10/2023,250,240V,2026-11-09,IN SERVICE,<html>High humidity bay installation</html>
EQ-6835,C-1504,X-3000,SN-X3000-67605,06/03/2021,100,120V,2022-06-03,Decommissioned,Substation B switchgear bay
EQ-5638,C-1393,X-12000,SN-X12000-71662,2022-03-09T00:00:00Z,1500,600V,2025-03-08,Standby,Primary power grid node
EQ-7111,C-1098,X-5000,SN-X5000-58285,12/07/2021,250,240V,12/07/2023,Maintenance,Substation B switchgear bay
EQ-6794,C-1091,X-9000,SN-X9000-33016,04-04-2024,1000,480V,2027/04/04,IN SERVICE,Underground vault 4
EQ-5003,C-1177,X-3000,SN-X3000-56924,2022-12-19,100,120V,2023/12/19,Maintenance,Substation B switchgear bay
EQ-7452,C-1006,X-3000,SN-X3000-31764,2024/06/26,100,120V,2026-06-26T00:00:00Z,In Service,Backup unit near loading dock
EQ-5605,C-1041,X-5000,SN-X5000-64159,2024-05-12T00:00:00Z,250,240V,05-12-2027,IN SERVICE,Rooftop solar coupler
EQ-6443,C-1096,X-5000,SN-X5000-75061,2023/08/14,250,240V,08/13/2025,In Service,High humidity bay installation
EQ-6905,C-1096,X-5000,SN-X5000-32283,05/24/2022,250,240V,2024-05-23T00:00:00Z,Decommissioned,Rooftop solar coupler
EQ-7025,C-1321,X-3000,SN-X3000-77787,12/15/2021,100,120V,2022-12-15,in service,Substation B switchgear bay
EQ-6626,C-1064,X-3000,SN-X3000-27655,03/17/2023,100,120V,03/16/2026,in service,Rooftop solar coupler
EQ-6676,C-1478,X-12000,SN-X12000-28311,2021/05/13,1500,600V,05-13-2023,IN SERVICE,Primary power grid node
EQ-5408,C-1318,X-9000,SN-X9000-13574,06/01/2023,1000,480V,05/31/2024,Standby,<strong>Rooftop solar coupler</strong>
EQ-5824,C-1297,X-7000,SN-X7000-44812,2021-06-27T00:00:00Z,500,480V,2023-06-27T00:00:00Z,In Service,<div>Primary power grid node</div>
EQ-5496,C-1182,X-5000,SN-X5000-15485,12/04/2021,250,240V,12-03-2024,Standby,Primary power grid node
EQ-6203,C-1075,X-9000,SN-X9000-71150,2024-04-16T00:00:00Z,1000,480V,04-16-2027,Standby,Substation B switchgear bay
EQ-5192,C-1214,X-7000,SN-X7000-56938,12-10-2023,500,480V,2025-12-09T00:00:00Z,Maintenance,High humidity bay installation
EQ-5242,C-1482,X-3000,SN-X3000-92745,2021-10-10T00:00:00Z,100,120V,2023/10/10,Maintenance,<p>Underground vault 4</p>
EQ-6545,C-1070,X-12000,SN-X12000-84221,2024-06-28T00:00:00Z,1500,600V,2025/06/28,IN SERVICE,<div>High humidity bay installation</div>
EQ-6435,C-1357,X-7000,SN-X7000-29662,08/09/2022,500,480V,2025-08-08T00:00:00Z,in service,Underground vault 4
EQ-5647,C-1432,X-9000,SN-X9000-62151,2021-10-14,1000,480V,10/13/2024,Decommissioned,<strong>Backup unit near loading dock</strong>
EQ-5251,C-1034,X-12000,SN-X12000-83055,2022/09/21,1500,600V,2024-09-20,In Service,Underground vault 4
EQ-6054,C-1450,X-3000,SN-X3000-57819,01/03/2022,100,120V,01/03/2023,Decommissioned,High humidity bay installation
EQ-5083,C-1245,X-5000,SN-X5000-74108,2023-04-04,250,240V,2026-04-03T00:00:00Z,in service,Rooftop solar coupler
EQ-5920,C-1128,X-12000,SN-X12000-72375,08/04/2023,1500,600V,2026-08-03T00:00:00Z,IN SERVICE,High humidity bay installation
EQ-6186,C-1173,X-9000,SN-X9000-84338,10/30/2023,1000,480V,2024-10-29,Decommissioned,Rooftop solar coupler
EQ-6948,C-1072,X-5000,,03/01/2023,250,240V,2026-02-28T00:00:00Z,Maintenance,Primary power grid node
EQ-5438,C-1054,X-12000,SN-X12000-34464,2021/09/01,1500,600V,2022-09-01T00:00:00Z,IN SERVICE,Underground vault 4
EQ-5009,C-1477,X-9000,SN-X9000-37851,2023-11-24,1000,480V,2026/11/23,Maintenance,Rooftop solar coupler
EQ-6644,C-1083,X-5000,SN-X5000-18308,07/02/2021,250,240V,2022-07-02,in service,Primary power grid node
EQ-7451,C-1071,X-12000,SN-X12000-95818,2022-03-25T00:00:00Z,1500,600V,03/24/2024,Standby,<p>Primary power grid node</p>
EQ-6327,C-1483,X-7000,SN-X7000-30849,07/16/2023,500,480V,07-15-2026,Decommissioned,Backup unit near loading dock
EQ-7287,C-1236,X-9000,SN-X9000-48024,2022/08/28,1000,480V,2023-08-28T00:00:00Z,IN SERVICE,<strong>Underground vault 4</strong>
EQ-5494,C-1417,X-12000,SN-X12000-29029,2023-06-24,1500,600V,06/23/2024,Standby,Backup unit near loading dock
EQ-6883,C-1120,X-9000,SN-X9000-15140,05-21-2023,1000,480V,05/20/2024,in service,Primary power grid node
EQ-7030,C-1250,X-12000,SN-X12000-54111,2023-02-23T00:00:00Z,1500,600V,2026-02-22,In Service,Backup unit near loading dock
EQ-6762,C-1278,X-9000,SN-X9000-97777,2021-07-19T00:00:00Z,1000,480V,2023-07-19,In Service,NULL
EQ-5226,C-1125,X-12000,SN-X12000-45398,05/17/2021,1500,600V,05/16/2024,Decommissioned,Rooftop solar coupler
EQ-7418,C-1387,X-5000,SN-X5000-99413,2021/05/05,250,240V,2024-05-04,in service,Underground vault 4
EQ-6453,C-1239,X-3000,SN-X3000-79844,08/12/2021,100,120V,2023-08-12T00:00:00Z,Maintenance,Backup unit near loading dock
EQ-5586,C-1293,X-5000,SN-X5000-10207,2023-10-03T00:00:00Z,250,240V,10-02-2026,in service,Primary power grid node
EQ-7405,C-1253,X-3000,SN-X3000-50578,09/05/2021,100,120V,2023/09/05,Maintenance,Underground vault 4
EQ-5769,C-1471,X-3000,SN-X3000-61221,05/12/2023,100,120V,2025-05-11T00:00:00Z,Standby,Rooftop solar coupler
EQ-6322,C-1340,X-7000,SN-X7000-96945,04/23/2023,500,480V,2025/04/22,Standby,Rooftop solar coupler
EQ-5246,C-1196,X-3000,SN-X3000-73195,12/22/2023,100,120V,12/21/2024,In Service,NULL
EQ-5275,C-1455,X-12000,SN-X12000-67958,05/26/2022,1500,600V,05/25/2024,IN SERVICE,Underground vault 4
EQ-6984,C-1223,X-12000,SN-X12000-19424,2022-06-02T00:00:00Z,1500,600V,2024-06-01,In Service,Rooftop solar coupler
EQ-5997,C-1414,X-12000,SN-X12000-45593,07/20/2022,1500,600V,07/19/2025,Decommissioned,Underground vault 4
EQ-6932,C-1201,X-9000,SN-X9000-32022,11/12/2021,1000,480V,2022-11-12,Maintenance,Rooftop solar coupler
EQ-6891,C-1197,X-7000,SN-X7000-72589,08/11/2023,500,480V,08/10/2026,Standby,Rooftop solar coupler
EQ-7084,C-1064,X-12000,SN-X12000-51426,2021/10/19,1500,600V,10-19-2022,Decommissioned,Backup unit near loading dock
EQ-6501,C-1074,X-12000,SN-X12000-45666,09-19-2023,1500,600V,2025-09-18T00:00:00Z,Maintenance,High humidity bay installation
EQ-6825,C-1471,X-3000,SN-X3000-13397,2022-03-05T00:00:00Z,100,120V,2025-03-04,In Service,
EQ-6130,C-1288,X-5000,SN-X5000-94957,2023/01/21,250,240V,2024-01-21,IN SERVICE,Rooftop solar coupler
EQ-6318,C-1511,X-9000,SN-X9000-74671,10/16/2022,1000,480V,2023-10-16T00:00:00Z,Decommissioned,Primary power grid node
EQ-6671,C-1348,X-3000,SN-X3000-97454,2021-07-23,100,120V,2022-07-23T00:00:00Z,in service,Rooftop solar coupler
EQ-7473,C-1043,X-5000,SN-X5000-13222,06-03-2022,250,240V,2025/06/02,Decommissioned,High humidity bay installation
EQ-5799,C-1383,X-7000,SN-X7000-52823,2022-06-10T00:00:00Z,500,480V,2024-06-09,Standby,<html>Backup unit near loading dock</html>
EQ-6968,C-1025,X-12000,SN-X12000-57749,04/16/2024,1500,600V,2027-04-16,in service,Substation B switchgear bay
EQ-7444,C-1266,X-12000,SN-X12000-41599,2021-07-12,1500,600V,2023-07-12,Decommissioned,Substation B switchgear bay
EQ-5471,C-1349,X-9000,SN-X9000-78391,05/23/2022,1000,480V,05/22/2025,Standby,<p>Rooftop solar coupler</p>
EQ-6536,C-1128,X-7000,SN-X7000-43646,2023-08-28,500,480V,2025/08/27,in service,<html><body>Primary power grid node</body></html>
EQ-5612,C-1092,X-9000,SN-X9000-56194,09/11/2021,1000,480V,09/11/2023,Maintenance,Backup unit near loading dock
EQ-7455,C-1456,X-9000,SN-X9000-79960,11/01/2023,1000,480V,2025-10-31,in service,Underground vault 4
EQ-7359,C-1463,X-7000,SN-X7000-49303,2022/08/02,500,480V,08/01/2025,Maintenance,Substation B switchgear bay
EQ-6989,C-1442,X-3000,SN-X3000-92423,06/12/2024,100,120V,2025-06-12,in service,Rooftop solar coupler
EQ-7412,C-1108,X-12000,SN-X12000-64437,2022-04-20,1500,600V,2023-04-20T00:00:00Z,IN SERVICE,High humidity bay installation
EQ-6060,C-1407,X-3000,SN-X3000-63398,2023/05/19,100,120V,05/18/2024,IN SERVICE,Rooftop solar coupler
EQ-6096,C-1518,X-3000,SN-X3000-60648,2024/03/08,100,120V,2026-03-08T00:00:00Z,in service,Substation B switchgear bay
EQ-5845,C-1514,X-3000,SN-X3000-43277,2023-01-08,100,120V,2026/01/07,in service,<strong>Underground vault 4</strong>
EQ-6858,C-1092,X-12000,SN-X12000-26267,2022-12-16T00:00:00Z,1500,600V,12/16/2023,Decommissioned,High humidity bay installation
EQ-5631,C-1321,X-3000,SN-X3000-61456,09-27-2023,100,120V,09/26/2024,IN SERVICE,Substation B switchgear bay
EQ-7494,C-1129,X-5000,,03/12/2022,250,240V,03/12/2023,Standby,<div>Underground vault 4</div>
EQ-6353,C-1149,X-9000,SN-X9000-24930,2021/05/26,1000,480V,2023/05/26,IN SERVICE,<html><body>Substation B switchgear bay</body></html>
EQ-7062,C-1106,X-7000,SN-X7000-96847,2023/06/27,500,480V,2026-06-26T00:00:00Z,Standby,High humidity bay installation
EQ-7302,C-1033,X-5000,SN-X5000-81535,11-15-2023,250,240V,2026/11/14,IN SERVICE,Underground vault 4
EQ-5723,C-1468,X-12000,SN-X12000-65328,06/10/2023,1500,600V,06/09/2025,IN SERVICE,Rooftop solar coupler
EQ-5661,C-1092,X-7000,SN-X7000-36131,04-09-2023,500,480V,2024/04/08,Maintenance,High humidity bay installation
EQ-7147,C-1401,X-5000,SN-X5000-81995,08/22/2023,250,240V,2026-08-21,In Service,Rooftop solar coupler
EQ-6684,C-1455,X-3000,SN-X3000-31875,12-13-2023,100,120V,2026-12-12T00:00:00Z,Maintenance,   
EQ-7394,C-1069,X-7000,SN-X7000-13734,2023/11/08,500,480V,11/07/2024,IN SERVICE,Rooftop solar coupler
EQ-5651,C-1181,X-9000,SN-X9000-70359,06/23/2021,1000,480V,2023-06-23,IN SERVICE,Underground vault 4
EQ-6992,C-1243,X-9000,SN-X9000-44990,04/14/2023,1000,480V,04-13-2026,Maintenance,Primary power grid node
EQ-7488,C-1360,X-9000,SN-X9000-31343,2024-06-21T00:00:00Z,1000,480V,06-21-2026,In Service,
EQ-5166,C-1307,X-9000,SN-X9000-54276,01/28/2023,1000,480V,01/27/2026,Maintenance,Backup unit near loading dock
EQ-6280,C-1428,X-5000,SN-X5000-80145,05/30/2024,250,240V,2026/05/30,IN SERVICE,Underground vault 4
EQ-6732,C-1370,X-9000,SN-X9000-19808,2022-11-20T00:00:00Z,1000,480V,11/19/2024,Decommissioned,High humidity bay installation
EQ-5209,C-1433,X-7000,SN-X7000-26241,07-17-2021,500,480V,07/17/2023,Decommissioned,
EQ-5504,C-1053,X-3000,SN-X3000-88520,2021/08/04,100,120V,2023/08/04,Standby,NULL
EQ-5977,C-1166,X-9000,SN-X9000-18286,04-25-2021,1000,480V,04/25/2022,Decommissioned,High humidity bay installation
EQ-5611,C-1124,X-7000,SN-X7000-28074,2024/04/11,500,480V,04-11-2025,in service,High humidity bay installation
EQ-5185,C-1096,X-3000,SN-X3000-22019,2021-10-05,100,120V,10/05/2022,Maintenance,<p>Underground vault 4</p>
EQ-5278,C-1305,X-9000,SN-X9000-21725,09-13-2023,1000,480V,2025/09/12,decommissioned,Backup unit near loading dock
EQ-6514,C-1270,X-7000,SN-X7000-62746,2021/06/15,500,480V,2022-06-15,Maintenance,<div>Primary power grid node</div>
EQ-6821,C-1331,X-12000,SN-X12000-57408,2022-03-04T00:00:00Z,1500,600V,2024-03-03,Maintenance,Substation B switchgear bay
EQ-5149,C-1098,X-3000,SN-X3000-10621,08/06/2022,100,120V,08-05-2025,in service,Backup unit near loading dock
EQ-6114,C-1037,X-5000,SN-X5000-70315,2022-01-21T00:00:00Z,250,240V,2023-01-21T00:00:00Z,Standby,NULL
EQ-5243,C-1373,X-9000,SN-X9000-90441,07/20/2023,1000,480V,2024-07-19,In Service,Underground vault 4
EQ-5020,C-1511,X-7000,SN-X7000-88089,2021/11/15,500,480V,11/15/2023,Standby,Primary power grid node
EQ-5010,C-1246,X-5000,SN-X5000-52875,2022-11-01T00:00:00Z,250,240V,2025-10-31,Standby,Rooftop solar coupler
EQ-6252,C-1038,X-12000,SN-X12000-58183,12-03-2021,1500,600V,2022-12-03,in service,Rooftop solar coupler
EQ-6110,C-1099,X-5000,SN-X5000-66277,2021/06/03,250,240V,06/02/2024,Standby,High humidity bay installation
EQ-5392,C-1006,X-5000,SN-X5000-35122,2021/05/18,250,240V,05-17-2024,In Service,Rooftop solar coupler
EQ-7243,C-1482,X-3000,SN-X3000-93476,2023-07-10T00:00:00Z,100,120V,07-09-2025,Standby,Backup unit near loading dock
EQ-6046,C-1434,X-12000,SN-X12000-54945,2022-02-28,1500,600V,2024-02-28T00:00:00Z,IN SERVICE,
